rank,hostname,cpu,affinity,gpu_id,pci_bus_id,status,small_bytes,large_bytes,iters,h2d_lat_min_us,h2d_lat_median_us,h2d_lat_mean_us,d2h_lat_min_us,d2h_lat_median_us,d2h_lat_mean_us,h2d_bw_median_gbps,d2h_bw_median_gbps
72,"n23g0012.hpc.itc.rwth-aachen.de",72,"72",2,0000:9d:00.0,"OK",4096,16777216,20,10.863,11.472,11.4367,10.93,11.5065,11.5186,12.7016,11.7207
72,"n23g0012.hpc.itc.rwth-aachen.de",72,"72",3,0000:ad:00.0,"OK",4096,16777216,20,11.056,11.4935,11.6189,11.275,11.646,12.2188,19.0238,15.9589
73,"n23g0012.hpc.itc.rwth-aachen.de",73,"73",0,0000:1b:00.0,"OK",4096,16777216,20,12.213,12.734,13.476,12.534,12.946,13.2114,18.6743,8.79393
73,"n23g0012.hpc.itc.rwth-aachen.de",73,"73",1,0000:2c:00.0,"OK",4096,16777216,20,12.301,13.0175,12.9831,12.811,13.0295,13.9064,19.0175,9.2258
73,"n23g0012.hpc.itc.rwth-aachen.de",73,"73",2,0000:9d:00.0,"OK",4096,16777216,20,10.992,11.4955,11.5404,11.12,11.5185,11.5211,12.7325,11.724
73,"n23g0012.hpc.itc.rwth-aachen.de",73,"73",3,0000:ad:00.0,"OK",4096,16777216,20,10.92,11.5865,11.6527,11.116,11.719,11.6809,19.0552,16.2998
74,"n23g0012.hpc.itc.rwth-aachen.de",74,"74",0,0000:1b:00.0,"OK",4096,16777216,20,12.291,12.752,12.8171,12.815,13.1925,13.2302,18.7194,8.69928
74,"n23g0012.hpc.itc.rwth-aachen.de",74,"74",1,0000:2c:00.0,"OK",4096,16777216,20,12.587,12.999,13.0698,12.731,13.2415,13.2539,18.9329,8.96995
74,"n23g0012.hpc.itc.rwth-aachen.de",74,"74",2,0000:9d:00.0,"OK",4096,16777216,20,11.404,11.8065,11.7773,11.356,11.778,12.6569,12.7262,11.7061
74,"n23g0012.hpc.itc.rwth-aachen.de",74,"74",3,0000:ad:00.0,"OK",4096,16777216,20,11.036,11.669,12.322,11.304,11.7985,11.7621,19.0998,16.2142
75,"n23g0012.hpc.itc.rwth-aachen.de",75,"75",0,0000:1b:00.0,"OK",4096,16777216,20,12.018,12.675,12.674,12.42,12.8935,13.4817,18.7244,9.18255
75,"n23g0012.hpc.itc.rwth-aachen.de",75,"75",1,0000:2c:00.0,"OK",4096,16777216,20,12.139,12.865,12.821,12.595,13.048,13.2485,18.8924,8.74581
75,"n23g0012.hpc.itc.rwth-aachen.de",75,"75",2,0000:9d:00.0,"OK",4096,16777216,20,11.168,11.6165,11.5956,11.189,11.568,11.5753,12.7222,11.715
75,"n23g0012.hpc.itc.rwth-aachen.de",75,"75",3,0000:ad:00.0,"OK",4096,16777216,20,11.145,11.8205,12.3772,11.497,11.9245,11.9375,19.1019,16.2903
76,"n23g0012.hpc.itc.rwth-aachen.de",76,"76",0,0000:1b:00.0,"OK",4096,16777216,20,12.138,12.712,12.6587,12.427,13.008,13.0341,18.6537,8.83344
76,"n23g0012.hpc.itc.rwth-aachen.de",76,"76",1,0000:2c:00.0,"OK",4096,16777216,20,12.306,12.906,12.8794,12.58,13.126,13.3962,19.0096,9.2248
76,"n23g0012.hpc.itc.rwth-aachen.de",76,"76",2,0000:9d:00.0,"OK",4096,16777216,20,11.042,11.5325,11.5338,11.062,11.483,11.4815,12.7213,11.7177
76,"n23g0012.hpc.itc.rwth-aachen.de",76,"76",3,0000:ad:00.0,"OK",4096,16777216,20,10.87,11.477,11.5481,11.145,11.5725,11.5609,19.0898,16.4775
77,"n23g0012.hpc.itc.rwth-aachen.de",77,"77",0,0000:1b:00.0,"OK",4096,16777216,20,11.958,12.7055,12.688,12.404,12.935,12.9001,18.7136,9.20747
77,"n23g0012.hpc.itc.rwth-aachen.de",77,"77",1,0000:2c:00.0,"OK",4096,16777216,20,12.364,13.043,13.0584,12.714,13.1705,13.444,18.8861,8.77888
77,"n23g0012.hpc.itc.rwth-aachen.de",77,"77",2,0000:9d:00.0,"OK",4096,16777216,20,10.687,11.4985,12.1706,10.982,11.4705,11.4838,12.7268,11.7337
77,"n23g0012.hpc.itc.rwth-aachen.de",77,"77",3,0000:ad:00.0,"OK",4096,16777216,20,11.021,11.4485,11.5837,11.216,11.6445,11.6011,19.0867,16.4735
78,"n23g0012.hpc.itc.rwth-aachen.de",78,"78",0,0000:1b:00.0,"OK",4096,16777216,20,12.23,12.7185,12.7336,12.46,12.935,12.9224,18.7179,8.71261
78,"n23g0012.hpc.itc.rwth-aachen.de",78,"78",1,0000:2c:00.0,"OK",4096,16777216,20,12.095,12.8185,13.286,12.715,13.1845,13.1852,19.0045,9.31078
78,"n23g0012.hpc.itc.rwth-aachen.de",78,"78",2,0000:9d:00.0,"OK",4096,16777216,20,11.169,11.5975,11.6692,11.06,11.5695,11.5432,12.7324,11.7285
78,"n23g0012.hpc.itc.rwth-aachen.de",78,"78",3,0000:ad:00.0,"OK",4096,16777216,20,11.031,11.5635,11.8627,11.317,11.8025,11.8365,19.0646,16.2662
79,"n23g0012.hpc.itc.rwth-aachen.de",79,"79",0,0000:1b:00.0,"OK",4096,16777216,20,12.017,12.764,12.7254,12.929,13.191,13.2328,18.7037,8.88288
79,"n23g0012.hpc.itc.rwth-aachen.de",79,"79",1,0000:2c:00.0,"OK",4096,16777216,20,12.275,12.9435,12.9766,12.699,13.08,13.6411,18.7709,8.73284
79,"n23g0012.hpc.itc.rwth-aachen.de",79,"79",2,0000:9d:00.0,"OK",4096,16777216,20,11.03,11.496,11.5322,11.099,11.467,11.5247,12.7028,11.721
79,"n23g0012.hpc.itc.rwth-aachen.de",79,"79",3,0000:ad:00.0,"OK",4096,16777216,20,10.712,11.1385,11.2667,11.155,11.6305,11.6358,19.0735,16.3005
80,"n23g0012.hpc.itc.rwth-aachen.de",80,"80",0,0000:1b:00.0,"OK",4096,16777216,20,12.094,12.742,13.0137,12.698,13.0265,13.0322,18.6604,9.24564
80,"n23g0012.hpc.itc.rwth-aachen.de",80,"80",1,0000:2c:00.0,"OK",4096,16777216,20,12.434,12.98,12.9255,12.813,13.129,13.4715,18.8966,8.72774
80,"n23g0012.hpc.itc.rwth-aachen.de",80,"80",2,0000:9d:00.0,"OK",4096,16777216,20,11.12,11.5585,12.0961,11.149,11.684,11.7147,12.7362,11.6748
80,"n23g0012.hpc.itc.rwth-aachen.de",80,"80",3,0000:ad:00.0,"OK",4096,16777216,20,10.832,11.479,11.5211,11.15,11.554,11.5561,19.0349,16.5188
81,"n23g0012.hpc.itc.rwth-aachen.de",81,"81",0,0000:1b:00.0,"OK",4096,16777216,20,12.315,12.6715,12.7414,12.468,12.858,13.1858,18.7021,9.47499
81,"n23g0012.hpc.itc.rwth-aachen.de",81,"81",1,0000:2c:00.0,"OK",4096,16777216,20,12.261,12.908,12.9098,12.569,13.0765,13.4656,18.9929,9.3271
81,"n23g0012.hpc.itc.rwth-aachen.de",81,"81",2,0000:9d:00.0,"OK",4096,16777216,20,10.923,11.5315,11.5744,10.849,11.387,11.8525,12.7134,11.6932
81,"n23g0012.hpc.itc.rwth-aachen.de",81,"81",3,0000:ad:00.0,"OK",4096,16777216,20,10.911,11.4895,11.5517,11.13,11.648,11.6227,19.1031,16.7105
82,"n23g0012.hpc.itc.rwth-aachen.de",82,"82",0,0000:1b:00.0,"OK",4096,16777216,20,12.191,12.6445,12.6489,12.651,13.075,13.8333,18.6909,9.14463
82,"n23g0012.hpc.itc.rwth-aachen.de",82,"82",1,0000:2c:00.0,"OK",4096,16777216,20,12.478,13.0715,13.5529,12.676,13.186,13.7847,18.9049,9.71437
82,"n23g0012.hpc.itc.rwth-aachen.de",82,"82",2,0000:9d:00.0,"OK",4096,16777216,20,11.153,11.59,11.6096,11.019,11.5675,11.916,12.7269,11.7304
82,"n23g0012.hpc.itc.rwth-aachen.de",82,"82",3,0000:ad:00.0,"OK",4096,16777216,20,10.876,11.716,12.4383,11.08,11.813,11.7789,19.051,16.2555
83,"n23g0012.hpc.itc.rwth-aachen.de",83,"83",0,0000:1b:00.0,"OK",4096,16777216,20,12.244,12.8235,12.8521,12.708,13.142,14.5258,18.6822,8.65849
83,"n23g0012.hpc.itc.rwth-aachen.de",83,"83",1,0000:2c:00.0,"OK",4096,16777216,20,12.476,13.0295,13.0334,12.475,12.965,13.3369,18.907,9.68363
83,"n23g0012.hpc.itc.rwth-aachen.de",83,"83",2,0000:9d:00.0,"OK",4096,16777216,20,11.068,11.4755,34.8963,11.376,11.856,11.8458,12.7196,10.4917
83,"n23g0012.hpc.itc.rwth-aachen.de",83,"83",3,0000:ad:00.0,"OK",4096,16777216,20,11.287,11.838,12.0764,11.368,11.848,11.8439,19.0531,16.679
84,"n23g0012.hpc.itc.rwth-aachen.de",84,"84",0,0000:1b:00.0,"OK",4096,16777216,20,12.326,12.908,13.8155,12.423,12.877,13.1219,18.5682,9.56895
84,"n23g0012.hpc.itc.rwth-aachen.de",84,"84",1,0000:2c:00.0,"OK",4096,16777216,20,12.588,13.1175,13.0854,12.817,13.1865,13.1482,19.2914,9.46943
84,"n23g0012.hpc.itc.rwth-aachen.de",84,"84",2,0000:9d:00.0,"OK",4096,16777216,20,11.361,11.7455,11.7229,11.074,11.605,12.119,10.6443,13.5554
84,"n23g0012.hpc.itc.rwth-aachen.de",84,"84",3,0000:ad:00.0,"OK",4096,16777216,20,11.24,11.8535,12.0881,11.129,11.713,11.6581,14.0443,16.0894
85,"n23g0012.hpc.itc.rwth-aachen.de",85,"85",0,0000:1b:00.0,"OK",4096,16777216,20,12.528,12.8215,12.9083,12.435,12.898,13.1665,18.8802,9.20209
85,"n23g0012.hpc.itc.rwth-aachen.de",85,"85",1,0000:2c:00.0,"OK",4096,16777216,20,12.382,13.072,12.9969,12.649,13.158,13.1491,18.6669,9.01392
85,"n23g0012.hpc.itc.rwth-aachen.de",85,"85",2,0000:9d:00.0,"OK",4096,16777216,20,11.067,11.7455,12.6854,11.047,11.612,11.5654,10.6868,13.7081
85,"n23g0012.hpc.itc.rwth-aachen.de",85,"85",3,0000:ad:00.0,"OK",4096,16777216,20,11.351,11.805,11.8224,11.238,11.7885,11.7771,14.0273,15.4142
86,"n23g0012.hpc.itc.rwth-aachen.de",86,"86",0,0000:1b:00.0,"OK",4096,16777216,20,12.055,12.8765,13.5477,12.342,12.8785,12.8487,18.7506,9.46623
86,"n23g0012.hpc.itc.rwth-aachen.de",86,"86",1,0000:2c:00.0,"OK",4096,16777216,20,12.492,13.132,13.1702,12.704,13.0455,13.6391,18.9131,9.18623
86,"n23g0012.hpc.itc.rwth-aachen.de",86,"86",2,0000:9d:00.0,"OK",4096,16777216,20,11.281,12.0015,12.4911,11.308,11.694,11.6872,10.6964,13.7303
86,"n23g0012.hpc.itc.rwth-aachen.de",86,"86",3,0000:ad:00.0,"OK",4096,16777216,20,11.193,11.79,11.8654,11.303,11.7625,11.798,14.0115,16.089
87,"n23g0012.hpc.itc.rwth-aachen.de",87,"87",0,0000:1b:00.0,"OK",4096,16777216,20,12.478,12.873,12.8972,12.377,12.963,12.9816,18.7199,8.55682
87,"n23g0012.hpc.itc.rwth-aachen.de",87,"87",1,0000:2c:00.0,"OK",4096,16777216,20,12.108,12.7685,13.3774,12.655,13.001,12.9871,18.8695,8.60092
87,"n23g0012.hpc.itc.rwth-aachen.de",87,"87",2,0000:9d:00.0,"OK",4096,16777216,20,11.122,11.7105,11.848,11.022,11.5525,11.4956,10.6963,13.7316
87,"n23g0012.hpc.itc.rwth-aachen.de",87,"87",3,0000:ad:00.0,"OK",4096,16777216,20,10.914,11.638,11.6995,11.103,11.543,11.9804,14.0951,15.4616
88,"n23g0012.hpc.itc.rwth-aachen.de",88,"88",0,0000:1b:00.0,"OK",4096,16777216,20,12.518,13.0295,13.033,12.454,13.0325,13.0115,18.7425,8.56364
88,"n23g0012.hpc.itc.rwth-aachen.de",88,"88",1,0000:2c:00.0,"OK",4096,16777216,20,12.4,13.192,13.1392,12.565,13.002,13.0691,18.8254,8.8141
88,"n23g0012.hpc.itc.rwth-aachen.de",88,"88",2,0000:9d:00.0,"OK",4096,16777216,20,11.489,12.01,11.9698,11.161,11.689,11.6495,10.6819,13.7052
88,"n23g0012.hpc.itc.rwth-aachen.de",88,"88",3,0000:ad:00.0,"OK",4096,16777216,20,11.3,11.9245,11.9753,11.275,11.871,12.113,14.0431,16.1898
89,"n23g0012.hpc.itc.rwth-aachen.de",89,"89",0,0000:1b:00.0,"OK",4096,16777216,20,12.487,12.9405,12.932,12.849,13.1755,13.1869,18.7356,9.41321
89,"n23g0012.hpc.itc.rwth-aachen.de",89,"89",1,0000:2c:00.0,"OK",4096,16777216,20,12.449,13.2675,14.1694,12.781,13.149,13.1415,18.9619,8.60831
89,"n23g0012.hpc.itc.rwth-aachen.de",89,"89",2,0000:9d:00.0,"OK",4096,16777216,20,11.732,12.0485,12.1161,11.213,11.7455,11.989,10.6757,13.7236
89,"n23g0012.hpc.itc.rwth-aachen.de",89,"89",3,0000:ad:00.0,"OK",4096,16777216,20,11.205,11.7855,11.8625,11.334,11.876,12.2838,13.9948,15.4234
90,"n23g0012.hpc.itc.rwth-aachen.de",90,"90",0,0000:1b:00.0,"OK",4096,16777216,20,12.256,12.8445,12.8315,12.455,12.962,12.9842,18.7005,9.49292
90,"n23g0012.hpc.itc.rwth-aachen.de",90,"90",1,0000:2c:00.0,"OK",4096,16777216,20,12.092,12.6865,12.6615,12.636,13.159,13.1374,18.7313,9.52571
90,"n23g0012.hpc.itc.rwth-aachen.de",90,"90",2,0000:9d:00.0,"OK",4096,16777216,20,11.266,11.996,12.8004,11.162,11.701,11.6556,10.6688,13.7248
90,"n23g0012.hpc.itc.rwth-aachen.de",90,"90",3,0000:ad:00.0,"OK",4096,16777216,20,11.432,11.827,11.9279,11.387,11.661,11.7212,14.0714,15.2431
91,"n23g0012.hpc.itc.rwth-aachen.de",91,"91",0,0000:1b:00.0,"OK",4096,16777216,20,12.682,13.127,14.0661,12.321,12.943,12.9618,18.7112,9.56929
91,"n23g0012.hpc.itc.rwth-aachen.de",91,"91",1,0000:2c:00.0,"OK",4096,16777216,20,12.312,13.052,13.0082,12.666,13.1625,13.1556,18.7302,9.13112
91,"n23g0012.hpc.itc.rwth-aachen.de",91,"91",2,0000:9d:00.0,"OK",4096,16777216,20,11.362,11.868,11.8932,11.258,11.7015,12.0647,10.6829,13.7075
91,"n23g0012.hpc.itc.rwth-aachen.de",91,"91",3,0000:ad:00.0,"OK",4096,16777216,20,11.224,11.689,12.2106,11.207,11.669,11.6698,13.9946,16.0387
92,"n23g0012.hpc.itc.rwth-aachen.de",92,"92",0,0000:1b:00.0,"OK",4096,16777216,20,12.431,12.798,12.8347,12.738,12.9985,13.7269,18.7104,9.49483
92,"n23g0012.hpc.itc.rwth-aachen.de",92,"92",1,0000:2c:00.0,"OK",4096,16777216,20,12.503,12.91,12.9818,12.691,13.1615,13.1313,18.9483,9.51561
92,"n23g0012.hpc.itc.rwth-aachen.de",92,"92",2,0000:9d:00.0,"OK",4096,16777216,20,11.059,11.743,11.7634,11.115,11.655,11.6144,10.6827,13.7312
92,"n23g0012.hpc.itc.rwth-aachen.de",92,"92",3,0000:ad:00.0,"OK",4096,16777216,20,11.185,11.688,11.7047,11.166,11.7075,12.0464,14.0735,15.9957
93,"n23g0012.hpc.itc.rwth-aachen.de",93,"93",0,0000:1b:00.0,"OK",4096,16777216,20,12.041,12.7835,12.8361,12.695,13.074,13.0392,18.6996,9.53138
93,"n23g0012.hpc.itc.rwth-aachen.de",93,"93",1,0000:2c:00.0,"OK",4096,16777216,20,12.525,13.1205,13.1098,12.674,13.209,13.1723,18.8252,9.39805
93,"n23g0012.hpc.itc.rwth-aachen.de",93,"93",2,0000:9d:00.0,"OK",4096,16777216,20,11.161,11.902,12.324,11.139,11.561,11.5992,10.6799,13.7107
93,"n23g0012.hpc.itc.rwth-aachen.de",93,"93",3,0000:ad:00.0,"OK",4096,16777216,20,11.284,11.7775,11.7636,11.168,11.618,11.5942,14.0981,16.1117
94,"n23g0012.hpc.itc.rwth-aachen.de",94,"94",0,0000:1b:00.0,"OK",4096,16777216,20,12.089,12.8655,12.8073,12.471,13.0565,13.0326,18.7324,9.50655
94,"n23g0012.hpc.itc.rwth-aachen.de",94,"94",1,0000:2c:00.0,"OK",4096,16777216,20,12.326,12.889,12.9459,12.566,13.0925,13.1054,18.9067,9.49582
94,"n23g0012.hpc.itc.rwth-aachen.de",94,"94",2,0000:9d:00.0,"OK",4096,16777216,20,11.545,11.976,12.6631,11.212,11.606,11.6214,10.6855,13.7036
94,"n23g0012.hpc.itc.rwth-aachen.de",94,"94",3,0000:ad:00.0,"OK",4096,16777216,20,10.968,11.8805,12.343,11.154,11.6765,11.6806,13.9821,15.6091
95,"n23g0012.hpc.itc.rwth-aachen.de",95,"95",0,0000:1b:00.0,"OK",4096,16777216,20,12.398,12.817,12.8545,12.331,12.856,12.8827,18.7699,9.34195
95,"n23g0012.hpc.itc.rwth-aachen.de",95,"95",1,0000:2c:00.0,"OK",4096,16777216,20,12.463,12.9685,13.0228,12.764,13.1385,13.1523,18.9281,9.47476
95,"n23g0012.hpc.itc.rwth-aachen.de",95,"95",2,0000:9d:00.0,"OK",4096,16777216,20,11.446,11.932,11.9188,11.18,11.65,12.122,10.6823,13.7197
95,"n23g0012.hpc.itc.rwth-aachen.de",95,"95",3,0000:ad:00.0,"OK",4096,16777216,20,11.261,11.8675,11.8782,11.327,11.797,11.7559,14.0763,15.7867
